Synonym	current_species_or_subspecies_name
Agama kirkii fitzsimonsi	Agama kirkii fitzsimonsi
Agama mossambica montana	Agama montana
Agama montana	Agama montana
Agama mossambica	Agama mossambica
Agama cariniventris	Agama mossambica
Agama pawlowskii	Agama mossambica
Agama lionotus mwanzae	Agama mwanzae
Agama agama mwanzae	Agama mwanzae
Agama planiceps mwanzae	Agama mwanzae
Agama mwanzae	Agama mwanzae
Agama paragama	Agama paragama
Agama persimilis	Agama persimilis
Agama planiceps	Agama planiceps
Agama planiceps planiceps	Agama planiceps
Agama planiceps schacki	Agama planiceps
Agama agama planiceps	Agama planiceps
Agama robecchii	Agama robecchii
Agama ruppelli	Agama rueppelli
Agama vaillanti	Agama rueppelli
Agama rueppelli	Agama rueppelli
Agama Rueppellii	Agama rueppelli
Agama rueppelli occidentalis	Agama rueppelli occidentalis
Agama rueppelli septentrionalis	Agama rueppelli septentrionalis
Agama ruppelli septentrionalis	Agama rueppelli septentrionalis
Agama sankaranica	Agama sankaranica
Agama maria	Agama sankaranica
Agama spinosa	Agama spinosa
Agama agama spinosa	Agama spinosa
Agama colonorum	Agama spinosa
Agama weidholzi	Agama weidholzi
Agamodon anguliceps	Agamodon anguliceps
Agamodon anguliceps immaculatus	Agamodon anguliceps immaculatus
Agamodon immaculatus	Agamodon anguliceps immaculatus
Agamodon arabicus	Agamodon arabicus
Agamodon compressum	Agamodon compressus
Agamodon compressus	Agamodon compressus
Agamura femoralis	Rhinogekko femoralis
Rhinogecko femoralis	Rhinogekko femoralis
Rhinogekko femoralis	Rhinogekko femoralis
Gymnodactylus gastropholis	Cyrtopodion gastrophole
Cyrtodactylus gastropholis	Cyrtopodion gastrophole
Cyrtopodion gastropholis	Cyrtopodion gastrophole
Agamura gastropholis	Cyrtopodion gastrophole
Cyrtopodion gastrophole	Cyrtopodion gastrophole
Rhinogekko misonnei	Rhinogekko misonnei
Agamura misonnei	Rhinogekko misonnei
Rhinogecko misonnei	Rhinogekko misonnei
Gymnodactylus persicus	Agamura persica
Agamura cruralis	Agamura persica
Agamura persica	Agamura persica
Ancistrodon bilineatus	Agkistrodon bilineatus
Agkistrodon bilineatus	Agkistrodon bilineatus
Agkistrodon bilineatus lemosespinali	Agkistrodon bilineatus
Boa contortrix	Agkistrodon contortrix
Ancistrodon contortrix	Agkistrodon contortrix
Agkistrodon contortrix	Agkistrodon contortrix
Trigonocephalus contortrix	Agkistrodon contortrix
Cenchris atrofuscus	Agkistrodon contortrix
Agkistrodon contortrix contortrix	Agkistrodon contortrix
Agkistrodon contortrix laticinctus	Agkistrodon contortrix laticinctus
Agkistrodon mokasen laticinctus	Agkistrodon contortrix laticinctus
Agkistrodon laticinctus	Agkistrodon contortrix laticinctus
Agkistrodon contortrix mokasen	Agkistrodon contortrix mokasen
Agkistrodon mokason	Agkistrodon contortrix mokasen
Cenchris mokeson	Agkistrodon contortrix mokasen
Akistrodon mokasen	Agkistrodon contortrix mokasen
Agkistrodon mokasen mokasen	Agkistrodon contortrix mokasen
Agkistrodon contortrix mokeson	Agkistrodon contortrix mokasen
Agkistrodon contortrix phaeogaster	Agkistrodon contortrix phaeogaster
Agkistrodon contortrix pictigaster	Agkistrodon contortrix pictigaster
Agkistrodon mokeson pictigaster	Agkistrodon contortrix pictigaster
Crotalus piscivorus	Agkistrodon piscivorus
Trigonocephalus piscivorus	Agkistrodon piscivorus
Ancistrodon piscivorus	Agkistrodon piscivorus
Toxicophis piscivorus	Agkistrodon piscivorus
Toxicophis pugnax	Agkistrodon piscivorus
Agkistrodon piscivorous	Agkistrodon piscivorus
Agkistrodon piscivorus	Agkistrodon piscivorus
Agkistrodon piscivorus conanti	Agkistrodon piscivorus conanti
Agkistrodon conanti	Agkistrodon piscivorus conanti
Agkistrodon piscivorus piscivorus	Agkistrodon piscivorus piscivorus
Crotalus piscivorus	Agkistrodon piscivorus piscivorus
Agkistrodon piscivorus	Agkistrodon piscivorus piscivorus
Agkistrodon piscivorus leucostoma	Agkistrodon piscivorus leucostoma
Acontias leucostoma	Agkistrodon piscivorus leucostoma
Testudo horsfieldii	Testudo horsfieldii
Homopus burnesii	Testudo horsfieldii
Testudinella Horsfieldii	Testudo horsfieldii
Testudo baluchiorum	Testudo horsfieldii
Agrionemys horsfieldii	Testudo horsfieldii
Agryonemys sic horsfieldii	Testudo horsfieldii
Agrionemys horsfieldi	Testudo horsfieldii
Agrionemys Testudo horsfieldii	Testudo horsfieldii
Testudo horsfieldii kazachstanica	Testudo horsfieldii kazachstanica
Agrionemys horsfieldi kazachstanica	Testudo horsfieldii kazachstanica
Testudo horsfieldii rustamovi	Testudo horsfieldii rustamovi
Agrionemys horsfieldi rustamovi	Testudo horsfieldii rustamovi
Agrionemys rustamovi	Testudo horsfieldii rustamovi
Tragops dispar	Ahaetulla dispar
Dryophis dispar	Ahaetulla dispar
Ahaetulla dispar	Ahaetulla dispar
Tragops fasciolatus	Ahaetulla fasciolata
Dryophis fasciolatus	Ahaetulla fasciolata
Passerita fasciolatus	Ahaetulla fasciolata
Ahaetulla fasciolata	Ahaetulla fasciolata
Dryophis fronticinctus	Ahaetulla fronticincta
Tragops fronticinctus	Ahaetulla fronticincta
Ahaetulla fronticinctus	Ahaetulla fronticincta
Ahaetulla fronticincta	Ahaetulla fronticincta
Coluber mycterizans	Ahaetulla mycterizans
Coluber nasutus	Ahaetulla mycterizans
Dryophis xanthozonia	Ahaetulla mycterizans
Tragops xanthozonius	Ahaetulla mycterizans
Passerita mycterizans	Ahaetulla mycterizans
Ahaetulla mycterizans	Ahaetulla mycterizans
Dryophis xnathozona	Ahaetulla mycterizans
Dryophis mycterizans	Ahaetulla mycterizans
Passerita xanthozonia	Ahaetulla mycterizans
Coluber nasutus	Ahaetulla nasuta
Dryophis nasuta	Ahaetulla nasuta
Coluber mycterizans	Ahaetulla nasuta
Ahaetulla mycterizans	Ahaetulla nasuta
Dryinus nasutus	Ahaetulla nasuta
Dryinus oxyrhynchus	Ahaetulla nasuta
Dryinus russellianus	Ahaetulla nasuta
Dryophis hammatorhynchus	Ahaetulla nasuta
Dryophis passericki	Ahaetulla nasuta
Dryiophis nasuta	Ahaetulla nasuta
Dryinus fuscus	Ahaetulla nasuta
Dryophis mycterizans	Ahaetulla nasuta
Dryophis mycterizans tephrogaster	Ahaetulla nasuta
Dryophis mycterizans cineroventer	Ahaetulla nasuta
Dryophis mycterizans rhodogaster	Ahaetulla nasuta
Dryophis mycterizans lepidorostralis	Ahaetulla nasuta
Dryophis mycterizans isabellinus	Ahaetulla nasuta
Dryophis mycterizans rhodonotus	Ahaetulla nasuta
Passerita nasuta	Ahaetulla nasuta
Dryophis nasutus	Ahaetulla nasuta
Ahaetulla nasuta	Ahaetulla nasuta
Ahaetulla nasutus	Ahaetulla nasuta
Ahaetulla nautus sic	Ahaetulla nasuta
Psammophis Perroteti	Ahaetulla perroteti
Dryophis tropidococcyx	Ahaetulla perroteti
Tropidococcyx perroteti	Ahaetulla perroteti
Dryophis perroteti	Ahaetulla perroteti
Ahaetulla perroteti	Ahaetulla perroteti
Coluber Nasutus	Ahaetulla prasina
Coluber mycterizans	Ahaetulla prasina
Dryophis prasinus	Ahaetulla prasina
Dryophis prasina	Ahaetulla prasina
Tragops xanthozonius	Ahaetulla prasina
Tragops prasinus	Ahaetulla prasina
Dryophis prasinus flavescens	Ahaetulla prasina
Passerita prasina	Ahaetulla prasina
Dryophis prasinus chinensis	Ahaetulla prasina
Ahaetulla prasina	Ahaetulla prasina
Dryinus prasinus	Ahaetulla prasina
Drynius sic prasinus	Ahaetulla prasina
Dryophis xanthozona	Ahaetulla prasina
Ahaetulla prasinus	Ahaetulla prasina
Ahaetula sic prasina	Ahaetulla prasina
Ahaetulla prasina preocularis	Ahaetulla prasina preocularis
Dryophis preocularis	Ahaetulla prasina preocularis
Ahaetulla prasina preoccularis	Ahaetulla prasina preocularis
Dryinus pulverulentus	Ahaetulla pulverulenta
Passerita purpurascens	Ahaetulla pulverulenta
Dryophis pulverulentus	Ahaetulla pulverulenta
Dryophis pulverulenta xanthiscutata	Ahaetulla pulverulenta
Dryophis pulverulenta indica	Ahaetulla pulverulenta
Ahaetulla pulverulentus	Ahaetulla pulverulenta
Ahaetulla pulverulenta	Ahaetulla pulverulenta
Platydactylus seychellensis	Ailuronyx seychellensis
Thecodactylus Ailuronyx seychellensis	Ailuronyx seychellensis
Teconyx sechellensis	Ailuronyx seychellensis
Aeluronix seychellensis	Ailuronyx seychellensis
Ailuronyx seychellensis	Ailuronyx seychellensis
Aeluronyx sic seychellensis	Ailuronyx seychellensis
Ailuronyx tachyscopaeus	Ailuronyx tachyscopaeus
Ailuronyx seychellensis	Ailuronyx tachyscopaeus
Platydactylus trachygaster	Ailuronyx trachygaster
Aeluronyx trachygaster	Ailuronyx trachygaster
Ailuronyx trachygaster	Ailuronyx trachygaster
Aipysurus apraefrontalis	Aipysurus apraefrontalis
Smithsohydrophis apraefrontalis	Aipysurus apraefrontalis
Aipysurus duboisii	Aipysurus duboisii
Aipysurus australis	Aipysurus duboisii
Pelagophis lubricus	Aipysurus duboisii
Tomogaster eydouxii	Aipysurus eydouxii
Thalassophis anguillaeformis	Aipysurus eydouxii
Thalassophis muraeneformis	Aipysurus eydouxii
Thalassophis muraenaeformis sic	Aipysurus eydouxii
Aipysurus margaritophorus	Aipysurus eydouxii
Aipysurus eydouxi	Aipysurus eydouxii
Aepyurus sic eydouxii	Aipysurus eydouxii
Aipysurus eydouxii	Aipysurus eydouxii
Aipysurus foliosquama	Aipysurus foliosquama
Smithsohydrophis foliosquama	Aipysurus foliosquama
Stephanohydra fusca	Aipysurus fuscus
Aipysurus fuscus	Aipysurus fuscus
Aipysurus laevis	Aipysurus laevis
Hypotropis jukesii	Aipysurus laevis
Aipysurus fuliginosus	Aipysurus laevis
Smithsohydrophis laevis	Aipysurus laevis
Aipysurus tenuis	Aipysurus tenuis
Oceanius tenuis	Aipysurus tenuis
Notopholis fitzingeri	Algyroides fitzingeri
Lacerta Fitzingeri	Algyroides fitzingeri
Algyroides fitzingeri	Algyroides fitzingeri
Algiroides sic marchi	Algyroides marchi
Algyroides hidalgoi	Algyroides marchi
Algyroides marchi	Algyroides marchi
Algyroides moreoticus	Algyroides moreoticus
Algiroides sic moreoticus	Algyroides moreoticus
Lacerta nigropunctata	Algyroides nigropunctatus
Algiroides nigropunctatus	Algyroides nigropunctatus
Algyroides nigropunctatus	Algyroides nigropunctatus
Algyroides nigropunctatus kephallithacius	Algyroides nigropunctatus kephallithacius
Crocodilus mississipiensis	Alligator mississippiensis
Crocodilus lucius	Alligator mississippiensis
Crocodilus cuvieri	Alligator mississippiensis
Alligator lucius	Alligator mississippiensis
Alligator mississippiensis	Alligator mississippiensis
Alligator sinensis	Alligator sinensis
Caigator sinensis	Alligator sinensis
Alluaudina bellyi	Alluaudina bellyi
Alluaudina mocquardi	Alluaudina mocquardi
Lacerta angulata	Alopoglossus angulatus
Leposoma carinicaudatum	Alopoglossus angulatus
Lepidosoma carinicaudatum	Alopoglossus angulatus
Alopoglossus carinicaudatus	Alopoglossus angulatus
Alopoglossus amazonius	Alopoglossus angulatus
Pantodactylus amazonicus	Alopoglossus angulatus
Alopoglossus andeanus	Alopoglossus angulatus
Pantodactylus amazonius	Alopoglossus angulatus
Alopoglossus copii surinamensis	Alopoglossus angulatus
Alopoglossus angulatus	Alopoglossus angulatus
Alopoglossus atriventris	Alopoglossus atriventris
Leposoma buckleyi	Alopoglossus buckleyi
Alopoglossus buckleyi	Alopoglossus buckleyi
Alopoglossus copii	Alopoglossus copii
Alopoglossus festae	Alopoglossus festae
Alopoglossus lehmanni	Alopoglossus lehmanni
Zamenis anomalus	Haitiophis anomalus
Dromicus Alsophis anomalus	Haitiophis anomalus
Dromicus anomalus	Haitiophis anomalus
Alsophis anomalus	Haitiophis anomalus
Ocyophis anomalus	Haitiophis anomalus
Haitiophis anomalus	Haitiophis anomalus
Caraiba anomala	Haitiophis anomalus
Alsophis leucomelas antiguae	Alsophis antiguae
Alsophis antiguae	Alsophis antiguae
Psammophis antillensis	Alsophis antillensis
Dromicus leucomelas	Alsophis antillensis
Dromicus Antillensis	Alsophis antillensis
Alsophis antillensis	Alsophis antillensis
Natrix atra	Hypsirhynchus ater
Natrix capistratus	Hypsirhynchus ater
Alsophis ater	Hypsirhynchus ater
Dromicus ater	Hypsirhynchus ater
Leimadophis ater	Hypsirhynchus ater
Ocyophis ater	Hypsirhynchus ater
Hypsirhynchus ater	Hypsirhynchus ater
Herpetodryas biserialis	Pseudalsophis biserialis
Alsophis biserialis	Pseudalsophis biserialis
Philodryas biserialis	Pseudalsophis biserialis
Pseudalsophis biserialis	Pseudalsophis biserialis
Alsophis biseralis	Pseudalsophis biserialis
Pseudalsophis biserialis biserialis	Pseudalsophis biserialis biserialis
Herpetodryas biserialis	Pseudalsophis biserialis biserialis
Dromicus biserialis biserialis	Pseudalsophis biserialis biserialis
Alsophis biserialis biserialis	Pseudalsophis biserialis biserialis
Philodryas biserialis biserialis	Pseudalsophis biserialis biserialis
Pseudalsophis biserialis	Pseudalsophis biserialis biserialis
Pseudalsophis biserialis eibli	Pseudalsophis biserialis eibli
Dromicus biserialis eibli	Pseudalsophis biserialis eibli
Philodryas biserialis eibli	Pseudalsophis biserialis eibli
Coluber cantherigerus	Cubophis cantherigerus
Dromicus angulifer	Cubophis cantherigerus
Alsophis angulifer caymanus	Cubophis cantherigerus
Alsophis angulifer	Cubophis cantherigerus
Alsophis angulifer angulifer	Cubophis cantherigerus
Alsophis cantherigerus spielmani	Cubophis cantherigerus
Alsophis cantherigerus	Cubophis cantherigerus
Ocyophis cantherigerus	Cubophis cantherigerus
Cubophis cantherigerus	Cubophis cantherigerus
Cubophis cantherigerus adspersus	Cubophis cantherigerus adspersus
Dromicus Alsophis angulifer adspersus	Cubophis cantherigerus adspersus
Alsophis cantherigerus adspersus	Cubophis cantherigerus adspersus
Cubophis cantherigerus cantherigerus	Cubophis cantherigerus cantherigerus
Alsophis cantherigerus cantherigerus	Cubophis cantherigerus cantherigerus
Cubophis cantherigerus pepei	Cubophis cantherigerus pepei
Alsophis cantherigerus pepei	Cubophis cantherigerus pepei
Cubophis cantherigerus schwartzi	Cubophis cantherigerus schwartzi
Alsophis cantherigerus schwartzi	Cubophis cantherigerus schwartzi
Lygophis elegans	Pseudalsophis elegans
Dryophylax freminvillei	Pseudalsophis elegans
Philodryas freminvillei	Pseudalsophis elegans
Dryophylax elegans	Pseudalsophis elegans
Philodryas elegans	Pseudalsophis elegans
Philodryas elegans elegans	Pseudalsophis elegans
Pseudalsophis elegans	Pseudalsophis elegans
Alsophis elegans	Pseudalsophis elegans
Pseudalsophis elegans rufodorsatus	Pseudalsophis elegans rufodorsatus
Dromicus rufidorsatus	Pseudalsophis elegans rufodorsatus
Tachymenis surinamensis	Pseudalsophis elegans rufodorsatus
Philodryas elegans rufidorsatus	Pseudalsophis elegans rufodorsatus
Alsophis elegans rufodorsatus	Pseudalsophis elegans rufodorsatus
Alsophis melanichnus	Hypsirhynchus melanichnus
Ocyophis melanichnus	Hypsirhynchus melanichnus
Hypsirhynchus melanichnus	Hypsirhynchus melanichnus
Alsophis portoricensis	Borikenophis portoricensis
Dromicus sanctaecrucis portoricensis	Borikenophis portoricensis
Ocyophis portoricensis	Borikenophis portoricensis
Borikenophis portoricensis	Borikenophis portoricensis
Borikenophis portoricensis anegadae	Borikenophis portoricensis anegadae
Alsophis anegadae	Borikenophis portoricensis anegadae
Alsophis portoricensis anegadae	Borikenophis portoricensis anegadae
Borikenophis portoricensis aphantus	Borikenophis portoricensis aphantus
Alsophis portoricensis	Borikenophis portoricensis aphantus
Borikenophis portoricensis nicholsi	Borikenophis portoricensis nicholsi
Alsophis nicholsi	Borikenophis portoricensis nicholsi
Alsophis portoricensis	Borikenophis portoricensis nicholsi
Borikenophis portoricensis prymnus	Borikenophis portoricensis prymnus
Alsophis portoricensis	Borikenophis portoricensis prymnus
Borikenophis portoricensis richardi	Borikenophis portoricensis richardi
Alsophis portoricensis	Borikenophis portoricensis richardi
Alsophis rijgersmaei	Alsophis rijgersmaei
Alsophis cinereus	Alsophis rijgersmaei
Alsophis rigersmaei	Alsophis rijgersmaei
Alsophis rijersmai	Alsophis rijgersmaei
Dromicus rufiventris	Alsophis rufiventris
Alsophis rufiventris	Alsophis rufiventris
Alsophis sancticrucis	Borikenophis sanctaecrucis
Dromicus sanctaecrucis	Borikenophis sanctaecrucis
Alsophis sanctaecrucis	Borikenophis sanctaecrucis
Borikenophis sanctaecrucis	Borikenophis sanctaecrucis
Borikenophis sancticrucis	Borikenophis sanctaecrucis
Alsophis vudii	Cubophis vudii
Ocyophis vudii	Cubophis vudii
Cubophis vudii	Cubophis vudii
Cubophis vudii vudii	Cubophis vudii vudii
Alsophis vudii vudii	Cubophis vudii vudii
Cubophis vudii aterrimus	Cubophis vudii aterrimus
Alsophis vudii aterrimus	Cubophis vudii aterrimus
Cubophis vudii picticeps	Cubophis vudii picticeps
Alsophis vudii picticeps	Cubophis vudii picticeps
Cubophis vudii raineyi	Cubophis vudii raineyi
Alsophis vudii raineyi	Cubophis vudii raineyi
Cubophis vudii utowanae	Cubophis vudii utowanae
Alsophis vudii utowanae	Cubophis vudii utowanae
Alsophylax laevis	Alsophylax laevis
Alsophylax pipiens	Alsophylax laevis
Alsophylax kashkarovi	Alsophylax laevis
Alsophylax Alsophylax laevis	Alsophylax laevis
Alsophylax loricatus	Alsophylax loricatus
Alsophylax Alsophylax loricatus	Alsophylax loricatus
Lacerta pipiens	Alsophylax pipiens
Alsophylax pipiens	Alsophylax pipiens
Alsophylax microtis	Alsophylax pipiens
Alsophylax Alsophylax pipiens	Alsophylax pipiens
Alsophylax przewalskii	Alsophylax przewalskii
Gymnodactylus microtis	Alsophylax przewalskii
Alsophylax Alsophylax przewalskii	Alsophylax przewalskii
Alsophylax laevis tadjikiensis	Alsophylax tadjikiensis
Alsophylax tadjikiensis	Alsophylax tadjikiensis
Alsophylax laevis	Alsophylax tadjikiensis
Alsophylax Alsophylax tadjikiensis	Alsophylax tadjikiensis
Alsophylax tokobajevi	Altiphylax tokobajevi
Alsophylax tokobaejvi	Altiphylax tokobajevi
Alsophylax tokobaevi	Altiphylax tokobajevi
Alsophylax tokobajavi	Altiphylax tokobajevi
Alsophylax tokobaejvi sic	Altiphylax tokobajevi
Alsophylax tokobajevia	Altiphylax tokobajevi
Alsophylax Altiphylax tokobajevi	Altiphylax tokobajevi
Altiphylax tokobajevi	Altiphylax tokobajevi
Amapasaurus tetradactylus	Amapasaurus tetradactylus
Amastridium veliferum	Amastridium veliferum
